"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Brazil","BRA","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","214.890924574403","204.179556689523","249.008671511117","228.912243728394","286.537137690466","304.771525408759","323.434905047296","338.596116078714","409.78730043164","445.613325031133","324.86241239822","384.505348574621","324.634083379107","290.571815774261","261.887522014911","224.457288462136","237.041616988962","229.682844703957","231.501890221148","213.573078473833","179.196955563121","180.953501833683","144.0886088072","158.8842061478","161.470285353954","176.580192832219","172.38389741402","171.965937410776","155.899246817847","169.188477588513","176.505873713977","190.901310727447","210.046550091618","206.817159831358","184.110524972608","215.929209630271","238.954115932375","241.42952222859","229.896115818877","250.542148337889","277.985447026861","275.345524103707","312.744243686819","348.062967716021","281.643116136208","279.696658154166","340.284671776043","334.170097848715","274.539664628539","322.015501785542","401.898287396795","391.64712844535","442.754025073751","480.748581786077","402.532853677778","526.336352355825","635.864401951408","590.892676902687","803.659429968114","483.745908605289","",
"Barbados","BRB","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","73.7978989071892","49.0651244624425","37.9833671137341","32.0511272360583","27.2492878332449","27.4268885197865","24.2445648144526","18.8459133803034","15.5380564663443","17.9647947179759","16.1494674990819","19.0568765602621","18.3942425279414","17.270728914471","21.0025054606193","17.8275843656557","19.2623679624426","20.5813886818416","19.0802389647675","19.74837000815","22.8219563687544","26.0687215765538","22.9045903180323","23.5946250740677","23.3003578194064","21.6628902568627","20.1183003161318","18.4429488955059","20.6183105017051","20.1586915239581","20.9327012216596","21.3031595392209","21.2398098223634","18.356223501663","20.7648061561651","21.9377908679663","20.8791772715679","19.9322799097065","21.2673884332814","18.4630676584551","20.6926184982073","22.8154537472685","21.0780418945928","18.0894352357779","24.3826979509191","16.8573636803135","21.4561269292875","27.5979716850984","26.1016681410337","21.5481728061227","26.3983062644147","28.9842042753585","26.7096834690062","26.8909866396442","25.6718044547489","25.2547594492416","24.2680890411722","23.9234978963249","24.8762913712849","33.4119722379692","",
"Central Europe and the Baltics","CEB","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.9104671993038","66.5816097285389","61.1859604538621","52.1023147120169","56.8082750193944","64.0269412039611","67.657513573377","63.0166242682479","59.4871115999598","66.1348074890682","70.3063201618984","69.4857792802338","59.7358753093203","59.9558154467973","65.5282712950363","67.1813580483191","68.698475343627","71.0420345352258","73.8970222603204","69.6023669149655","69.8245160742961","77.0195842235515","71.5784193946493","74.1054223633974","82.5380835647404","74.3018763222423","77.5239857860916","74.644491989765","67.7404402871634","",
"Switzerland","CHE","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","361.016949152542","280.822556215775","285.506395962915","313.18407960199","307.621247113164","305.045871559633","304.090909090909","326.794258373206","429.411764705882","462.382445141066","480.891719745223","418.893939393939","505.414012738853","436.036036036036","434.545454545455","430.225988700565","444.571428571429","499.715909090909","479.947916666667","506.145251396648","479.886685552408","509.281437125748","494.413407821229","494.230769230769","431.971153846154","466.846361185984","527.678571428571","494.707520891365","543.251533742331","575","609.896432681243","658.864325964456","651.845456507662","1035.71428571429","540","961.538461538462","636.842105263158","666.816666666667","566.666666666667","592.946666666667","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","19.9470356344941","29.1812422977969","34.0398794265245","33.6746526287069","35.9343608997793","53.2144389871728","60.2378154757533","76.9622604993226","69.8319139988435","91.0757868823633","78.032940546331","80.5348246836289","108.185269168335","106.741195372319","75.0959856042325","98.4561761313295","95.2243667746223","116.494220688009","118.867044770552","106.95028603658","93.9062038162173","95.7865467983796","113.835152116402","130.428830134009","134.462549277267","169.191063273781","188.638187332545","186.178343949045","220.22695035461","196.591025641026","219.354838709677","208.10647307925","254.966887417219","247.402597402597","241.071428571429","143.975493533016","124.285714285714","114.077669902913","103.981619256017","92.6032660902978","94.019801980198","90.8448473282443","86.9367425822518","83.7078304386223","71.7903135285998","82.4238865080251","90.602328353286","69.6964039619555","56.4096676522743","57.4443434343434","43.5304424778761","41.438813559322","44.8452422145329","48.377","49.6199166666667","41.2512275","39.5944667885436","36.614618422113","52.2465364967647","52.123171431608","",
"China","CHN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","193.617021276596","175.150442477876","160.282776349614","141.399662731872","136.406495547407","142.70913277053","146.496469310158","200.595238095238","174.748490945674","167.248576850095","141.857719788754","132.639029322548","132.561201398889","124.652358596021","123.075264954194","115.926327193933","120.922812127631","120.243564904511","119.125802485999","121.004829240578","118.638427810836","122.618931875463","129.625661752941","131.860215972501","125.165702033336","121.198043838722","132.947554086679","142.468394312946","138.505343428291","142.365653138458","147.998762481225","140.707989290928","126.081538824897","134.747265483602","140.359306759892","132.866724381081","132.905267912982","125.913691312904","123.601402758388","119.973871975485","118.125187360952","126.670111157581","113.226741993116","110.542519347449","115.190128300088","110.064857577499","101.164108189791","98.6225348232578","96.1034730702145","93.4627787942691","93.9329009795595","94.4095920419875","93.1572224026872","87.8845637361086","85.2147140605257","87.3600559801125","95.0565849266568","96.2009974417161","91.532676914316","89.0344822393982","",
"Cote d'Ivoire","CIV","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","1137.44444444444","430.129020534254","286.82489254345","262.129865565416","230.181926632866","628.333333333333","717.307692307692","770.967741935484","585.714285714286","707.971830985916","602.245661789724","1044.68085106383","675.862068965517","1077.14285714286","768.518518518518","902.173913043478","638.297872340426","876","1833.33333333333","1400","2466.66666666667","1548","1370.37037037037","2160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
